lat,lon,state,county,site_name
44.310555,-84.891865,Michigan,Missaukee,LOCATED ABOUT 1/4 MILE WEST OF SITE
44.312319,-69.786717,Maine,Kennebec,"Augusta, LINCOLN STREET ELEMENTARY SCHOOL (ALSS)"
44.334686,-90.792025,Wisconsin,Jackson,
44.348604,-96.807299,South Dakota,Brookings,Research Farm
44.373056,-110.830833,Wyoming,Teton,Yellowstone National Park - Old Faithful Snow Lodge
44.373786,-100.287269,South Dakota,Hughes,Pierre Airport
44.37705,-68.2609,Maine,Hancock,MCFARLAND HILL Air Pollutant Research Site
44.39308,-73.8589,New York,Essex,WHITEFACE BASE
44.4438,-95.81789,Minnesota,Lyon,Southwest Minnesota Regional Airport
44.4762,-73.2106,Vermont,Chittenden,City of Burlington Parking Lot
44.480278,-73.214444,Vermont,Chittenden,ZAMPIERI STATE OFFICE BUILDING
44.50729,-87.99344,Wisconsin,Brown,GREEN BAY EAST HIGH
44.524568,-109.06926,Wyoming,Park,Cody SLAMS site
44.52839,-72.86884,Vermont,Chittenden,PROCTOR MAPLE RESEARCH CTR
44.551419,-70.546319,Maine,Oxford,Rumford Avenue Parking Lot (RAP)
44.657014,-111.089618,Montana,Gallatin,West Yellowstone Park Ent #2
44.706123,-93.285803,Minnesota,Dakota,Near Road I-35
44.73846,-93.23725,Minnesota,Dakota,Apple Valley
44.76249,-91.41445,Wisconsin,Eau Claire,EAU CLAIRE - DOT SIGN SHOP
44.791437,-93.512534,Minnesota,Scott,B.F. Pearson School
44.815142,-106.955933,Wyoming,Sheridan,Sheridan - Police Sta. SLAM Site
44.817398,-68.772762,Maine,Penobscot,Mary Snow School
44.89965,-97.128802,South Dakota,Codington,Watertown Utility Yard
44.94805,-93.34315,Minnesota,Hennepin,St. Louis Park City Hall
44.95072,-93.09827,Minnesota,Ramsey,Ramsey Health Center
44.95366,-93.25821,Minnesota,Hennepin,Andersen School
44.95939,-93.03587,Minnesota,Ramsey,Harding High School
44.963894,-67.061325,Maine,Washington,
44.965242,-93.254759,Minnesota,Hennepin,Near Road I-35/I-94
45.13768,-93.207615,Minnesota,Anoka,Anoka County Airport
45.181897,-113.890285,Idaho,Lemhi,Salmon - Charles St.
45.206448,-112.64251,Montana,Beaverhead,
45.2066,-90.5972,Wisconsin,Taylor,PERKINSTOWN
45.20916,-93.66921,Minnesota,Wright,St. Michael Elementary School
45.3992,-122.7455,Oregon,Washington,Tualatin - Bradbury Court (TBC) [Near Road]
45.440295,-105.370283,Montana,Powder River,BROADUS
45.468596,-98.494061,South Dakota,Brown,Aberdeen Bus Stop
45.496641,-122.602877,Oregon,Multnomah,"Portland - SE Lafayette St (SEL) [NCore, PAMS]"
45.528501,-122.972398,Oregon,Washington,Hillsboro - Hare Field (HHF)
45.549839,-94.13345,Minnesota,Stearns,Talahi School
45.56498,-88.80859,Wisconsin,Forest,POTAWATOMI
45.64336,-122.58737,Washington,Clark,Vancouver-NE 84th Ave
45.806311,-108.425978,Montana,Yellowstone,Billings Lockwood
46.002602,-112.501247,Montana,Silver Bow,Butte Greeley School
46.0519,-89.654,Wisconsin,Vilas,TROUT LAKE
46.243621,-114.158889,Montana,Ravalli,HAMILTON - PS 46
46.288877,-85.950227,Michigan,Schoolcraft,"Seney National Wildlife Refuge, Germfask, MI"
46.31932,-119.999677,Washington,Yakima,Sunnyside-S16th St (Harrison Middle School)
46.38024,-120.33266,Washington,Yakima,TOPPENISH - WARD RD (YAKAMA TRIBE)
46.39674,-94.1303,Minnesota,Crow Wing,Brainerd Lakes Regional Airport
46.411389,-105.812778,Montana,Custer,Miles City - Pines Hills
46.594952,-120.512283,Washington,Yakima,YAKIMA - 4TH AVE
46.60234,-90.65615,Wisconsin,Ashland,BAD RIVER TRIBAL SCHOOL - ODANAH
46.658762,-112.013089,Montana,Lewis and Clark,ROSSITER PUMP HOUSE
46.682299,-68.016195,Maine,Aroostook,RIVERSIDE
46.698422,-68.038403,Maine,Aroostook,
46.713694,-92.511722,Minnesota,Carlton,Fond du Lac Band
46.743657,-92.165998,Minnesota,Saint Louis,Laura MacArthur School
46.81826,-92.08936,Minnesota,Saint Louis,U of M - Duluth
46.825425,-100.76821,North Dakota,Burleigh,BISMARCK RESIDENTIAL
46.842181,-114.021499,Montana,Missoula,MSLA Boyd Park
46.8505,-111.987164,Montana,Lewis and Clark,NCORE - Sieben Flats
46.851811,-95.846272,Minnesota,Becker,FWS Wetland Management District
46.8943,-103.37853,North Dakota,Billings,PAINTED CANYON
46.933754,-96.85535,North Dakota,Cass,FARGO NW
46.99364,-120.545,Washington,Kittitas,ELLENSBURG - RUBY ST
47.012907,-114.224273,Montana,Missoula,French Town - Beckwith
47.048537,-109.455315,Montana,Fergus,Lewistown
47.185833,-101.428056,North Dakota,Oliver,HANNOVER
47.1864,-122.4517,Washington,Pierce,TACOMA - L STREET
47.22634,-122.46256,Washington,Pierce,Tacoma-S 36th St
47.2656,-122.3858,Washington,Pierce,TACOMA - ALEXANDER AVE
47.298611,-101.766944,North Dakota,Mercer,BEULAH NORTH
47.316577,-116.571281,Idaho,Benewah,St. Maries
47.342423,-102.645864,North Dakota,Dunn,Lake Ilo
47.355332,-68.321106,Maine,Aroostook,Public Safety Building
47.38443,-94.60166,Minnesota,Cass,Leech Lake Nation:
47.386111,-122.230278,Washington,King,KENT - JAMES & CENTRAL
47.498535,-122.278385,Washington,King,Tukwila Allentown
47.523355,-92.536305,Minnesota,Saint Louis,Virginia City Hall
47.536389,-116.236667,Idaho,Shoshone,Pinehurst
47.55975,-122.338265,Washington,King,SEATTLE - DUWAMISH
47.568236,-122.308628,Washington,King,SEATTLE - BEACON HILL
47.5812,-103.2995,North Dakota,McKenzie,TRNP-NU
47.592675,-122.627397,Washington,Kitsap,Bremerton-Spruce Ave
47.597222,-122.319722,Washington,King,Seattle-10th & Weller
47.663962,-117.257654,Washington,Spokane,Spokane Valley-E Broadway Ave
47.8679,-104.676944,Montana,Richland,Sidney 201
47.878159,-95.029172,Minnesota,Beltrami,Red Lake Nation
47.940861,-101.571583,North Dakota,Ward,Ryder
47.948622,-91.495574,Minnesota,Lake,Boundary Waters
47.972085,-89.69098,Minnesota,Cook,Grand Portage Band
48.054315,-122.171529,Washington,Snohomish,MARYSVILLE - 7TH AVE (Marysville Junior High)
48.2469,-121.6031,Washington,Snohomish,DARRINGTON - FIR ST (Darrington High School)
48.317507,-107.862471,Montana,Phillips,Malta
48.363694,-114.189272,Montana,Flathead,Flathead Valley
48.391545,-115.553309,Montana,Lincoln,Libby Courthouse Annex
48.39999,-119.51896,Washington,Okanogan,Omak-Colville Tribe
48.52059,-122.61428,Washington,Skagit,Anacortes-202 Ave
48.540373,-109.684432,Montana,Hill,Havre
48.544448,-117.903425,Washington,Stevens,Colville-E 1St
48.607406,-112.36384,Montana,Glacier,Cut Bank
48.64193,-102.4018,North Dakota,Burke,LOSTWOOD NWR
48.760036,-122.456463,Washington,Whatcom,Bellingham-Pacific St
58.388497,-134.567237,Alaska,Juneau ,Floyd Dryden Middle School
61.205861,-149.824602,Alaska,Anchorage ,GARDEN/TRINITY CHRISTIAN CHURCH
61.534163,-149.031655,Alaska,Matanuska-Susitna ,BUTTE
64.762641,-147.310279,Alaska,Fairbanks North Star ,North Pole Fire Station #3
64.84569,-147.727413,Alaska,Fairbanks North Star ,NCORE
64.84593,-147.69327,Alaska,Fairbanks North Star ,A Street
